barcode	trs_raw	trs_cap_01	trs_cap_1	trs_cap_5	celltype
BMM_R2_9391	0.305830202807097	0.669295679890682	0.917578500997033	1.28003959271117	25_NK
BMM_R2_9392	0.325770233675921	0.712933542975802	0.977404324171176	1.36349776249853	11_CD14.Mono.1
BMM_R2_9393	0.589165908034877	1.28936316088878	1.76766704455997	2.46592940147235	22_CD4.M
BMM_R2_9394	0.350701326542749	0.767494121354147	1.05220476772119	1.46784581467318	22_CD4.M
BMM_R2_4517	0.407586690209886	0.891985187972048	1.22287720701354	1.70593713813098	19_CD8.N
BMM_R2_9395	0.310810971879702	0.680195869578389	0.93252223963862	1.30088639448734	16_Pre.B
BMM_R2_6379	0.105953764774501	0.231875061327598	0.317891744387658	0.443465075271567	11_CD14.Mono.1
BMM_R2_9398	0.032889350080091	0.0719768672975105	0.0986775023142228	0.137657006713654	07_GMP
BMM_R2_9399	0.551547653783959	1.20703729894292	1.65480147069298	2.30847976305248	08_GMP.Neut
BMM_R2_9401	0.857176894618881	1.87589318257227	2.571777028019	3.58767823778822	05_CMP.LMPP
BMM_R2_6722	0.576875855289314	1.26246693176316	1.73079335428367	2.41448989691579	08_GMP.Neut
BMM_R2_9402	0.617533431428421	1.3514442133232	1.85277776728628	2.58466049067677	01_HSC
